file_name,tempo,energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,valence,arousal
Disco Lines & ayokay - I Got You.mp3,123.046875,0.24634382,1766.785197000561,2192.713412340862,3703.632829279424,0.0601024066914853,0.39491498,-110.24826,111.524185,5.6052275,10.058403,4.129856,2.9687312,-6.230025,1.7955686,-4.20511,-1.597076,-2.149391,-0.7530448,-0.27337554,0.3533570394001122,0.03031183738494292
DiscoVer. - Gypsy Woman (DJ Vartan & Techcrasher Remix).mp3,123.046875,0.2763623,2957.3037807955848,2802.1171977396957,6235.411224908972,0.13961258623725864,0.48010883,-32.05386,74.10236,11.462576,8.979201,-3.772588,2.8619685,-4.7198753,-0.7601726,-2.6214166,3.5691526,-6.568385,0.26922938,-5.1436796,0.591460756159117,0.034005517372861505
DJ Burlak - Ei Go Na (Re Rub Mix).mp3,123.046875,0.21568467,2869.958412441764,2849.4560971987444,6280.546402902126,0.11729264230251119,0.49974248,-81.172424,64.12678,11.224085,20.404188,4.9678836,11.07175,1.2526946,10.668242,4.6586246,8.97694,2.902407,6.710606,-2.1568716,0.5739916824883528,0.026539324288023636
"DJ DUARTE, MC Lipivox, DJ Kayo Original & MC Rondom - Ritmada Interestelar.mp3",129.19921875,0.20809527,2054.5967818241484,2037.0947424879637,3931.259145332858,0.10917754328025094,0.3356,-101.7607,102.932304,-20.391527,23.171549,0.611718,3.2621634,-1.80142,-1.3582696,-7.2143226,5.986846,-6.690225,9.623037,-4.82735,0.4109193563648297,0.026885745975596363
"Dj Free, STRIKZ - Feel So Good.mp3",129.19921875,0.32919237,2969.1322679250343,2851.053950922105,6313.765753755333,0.11936878567786478,0.50838196,-48.173714,51.894714,13.986409,21.070087,10.251546,22.094706,7.884096,12.976893,5.5596867,9.562932,2.4904733,4.0787125,-3.4793906,0.5938264535850069,0.04253139704524074
DJ Gigola - La Batteria.mp3,151.99908088235293,0.25609717,2548.767191756686,2521.399922979744,5410.802409562745,0.09140014205576114,0.45637378,-93.647514,69.88412,12.795464,30.736168,8.711062,13.801452,3.528007,8.033905,-0.56534064,2.846601,-3.659675,1.18648,-2.442285,0.5097534383513371,0.03892653411158414
DJ HOTBOX - Wings.mp3,99.38401442307692,0.19129486,2878.965078570988,2664.2497084787005,5992.701813650112,0.11748436070302969,0.510131,-108.88603,60.333183,8.320229,33.068047,6.179557,15.854212,-5.1017995,8.733228,1.4282463,8.255902,1.9057876,5.499171,-3.2145195,0.5757930157141976,0.019011651504954968
DJ MITRA - Ramta Jogi.mp3,129.19921875,0.30306172,1956.765116188463,2265.5636674980583,4225.320525780453,0.06552265955314186,0.4656167,-86.11343,94.03379,4.1226315,32.151936,3.8995414,14.766165,-1.8453622,4.386981,-0.89895916,11.703126,-0.83335537,6.14687,2.382578,0.3913530232376926,0.039155337936244906
DJ Peet & Djibril Cisse - Kiti (feat. Niniola).mp3,123.046875,0.23844194,2526.0930733220634,2606.0795794035807,5448.313847581798,0.09812205776595369,0.49417326,-104.889244,80.46693,10.553143,12.038645,6.335378,7.59679,5.4289584,11.332275,-3.667356,4.814683,-2.2354724,3.0241532,-0.41136894,0.5052186146644126,0.02933953609317541
DJ Snake - Nightbird.mp3,123.046875,0.3254758,3332.699462468377,2987.1285653828786,6781.8066203011185,0.12938204658001337,0.5098551,-58.299706,41.367104,35.77241,28.09914,6.5601954,23.796303,-0.116835676,9.030985,3.585848,10.806491,3.2839713,7.8680787,0.854105,0.6665398924936754,0.040048781549558043
Dom Dolla & Clementine Douglas - Miracle Maker.mp3,129.19921875,0.26682436,3057.4016632112666,2697.1640432433937,6341.46999348798,0.1359435238588094,0.45669177,-61.12307,47.617912,-14.246207,17.77434,0.8722593,-0.25950134,0.121546805,7.016633,-3.615767,1.0123863,-16.440516,-8.255892,-8.97173,0.6114803326422533,0.034473499457817525
Dom Dolla - Pump the Brakes (Extended Mix).mp3,123.046875,0.30579418,2245.4011661475315,2374.6319528954814,4598.864445819145,0.10078334116859795,0.5602002,-92.164734,86.43486,2.8458638,12.437625,5.4122195,14.628186,2.8305852,9.778845,-1.6168238,5.3302383,0.5173363,7.32127,0.7489065,0.4490802332295063,0.037627018173225224
Dom Dolla - You (Extended Mix).mp3,123.046875,0.26866248,2588.5201892069367,2649.8913153530652,5589.711044942974,0.10311044163931361,0.45823196,-69.5381,80.29528,4.6937504,3.3131666,3.1325314,12.339354,-3.5893855,5.351928,-3.742747,0.33246973,-1.7821515,2.5319135,-3.818509,0.5177040378413873,0.033058078901376575
Donkong - Believe In Me.mp3,123.046875,0.28402635,2405.76486766073,2524.147529775203,5140.9068219781575,0.09868995116596002,0.53756595,-66.714134,83.21609,5.3604136,19.846897,-3.6931095,4.229479,-2.80357,5.2916684,-5.0834117,2.7752633,-4.60798,-0.21484125,-5.008092,0.48115297353214603,0.034948555345181376
DONT BLINK - 808.mp3,123.046875,0.33757865,3095.7551507641283,2875.7803273177897,6592.468856258096,0.15011902031160046,0.57937133,-6.5610204,59.168266,12.902902,25.927786,9.135361,12.811061,1.4926819,6.9986253,0.86967576,3.1349387,-2.4275255,3.7244081,-2.011869,0.6191510301528257,0.04153799847699702
DONT BLINK - VIBRATION.mp3,123.046875,0.29502082,3253.1817223589537,2962.5799607364834,6634.191246658075,0.16911125808465677,0.5599027,-57.66704,54.812256,32.38605,21.76319,3.9622726,17.842587,2.733415,7.540412,-4.534233,0.022675386,-3.0608213,2.2197645,-3.2470198,0.6506363444717908,0.036301389802247286
Dr Psychtrist - Tana Num (trance ).mp3,151.99908088235293,0.29419503,1979.933628250424,2151.4053044301,4028.797657133767,0.0854258620515514,0.44665956,-57.55188,108.85106,-19.219385,19.230343,7.2337904,7.5572624,1.264645,3.3853395,-2.4387224,9.74038,-3.9341319,6.954541,-5.23173,0.3959867256500848,0.04471737357637132
Dragon Boys - VUK VUK.mp3,117.45383522727273,0.4101234,2503.784531581209,2476.153895709226,5263.378249667553,0.10597124335106382,0.48336285,23.456787,80.22051,-18.859947,13.498319,-3.6429236,5.6290293,0.74235046,9.93153,0.45063227,6.249208,1.6842463,7.3732195,0.84507644,0.5007569063162418,0.04817056716737253
Dubdisko - I Wanna Do.mp3,123.046875,0.18067864,3013.8199574482614,2678.2659844368236,5988.381077072182,0.1526141495788728,0.5054952,-118.62121,61.032948,-12.323323,5.261391,16.664103,8.632222,3.0785758,3.9127607,0.062052,2.6793387,0.38330486,2.9535718,-3.3301008,0.6027639914896523,0.02223194151883945
Dubdogz & Claudinho Brasil - Techno Prank (Claudinho Brasil Remix).mp3,143.5546875,0.25691712,2563.585973854761,2535.939795604436,5514.775466569934,0.11564447764181153,0.506999,-55.269382,79.803696,-4.65956,13.87424,-3.857807,1.6948963,-4.057063,0.81989247,-6.378793,0.9057006,-4.824065,-0.036291122,-4.2004795,0.5127171947709522,0.03688165673520416
Dudiish - Invasão.mp3,143.5546875,0.21051095,2069.6143633587494,2257.4618376349176,4421.017561551325,0.09110136165886461,0.50918025,-96.96371,99.71382,-10.492493,7.708355,-2.102884,4.0537567,1.4447066,1.3681374,-2.6727314,3.9541965,-1.690866,4.3583155,-0.40958604,0.4139228726717499,0.030219834254239686
Eauki - Ambush.mp3,123.046875,0.3391227,2593.7350904221043,2688.5878488415847,5696.224126433399,0.08326114918742406,0.54526997,-43.984383,74.13213,12.056831,17.982399,1.9215019,11.195303,-0.17516588,13.657125,1.8815384,6.2239194,3.5584784,7.7088037,-0.07009104,0.5187470180844209,0.0417279900284484
Eden Shalev - Papi (Bhabi).mp3,117.45383522727273,0.2888703,1977.6691185153345,2506.5513388393847,4460.202105593744,0.06117770672964044,0.5128761,-87.98033,97.50179,19.621536,22.060642,10.279944,15.248597,9.179207,13.969996,4.371445,7.618711,2.4829547,5.528156,0.88482827,0.3955338237030669,0.0339289251847235
Egramm & Emiliano Guzman - Night Love.mp3,123.046875,0.16615333,2668.569211269651,2490.9376877339755,5382.10638035513,0.12817933298689402,0.51709986,-102.01729,74.555695,-6.1019974,17.96182,-1.9149377,8.035782,-0.760307,0.313423,-3.6624718,2.023585,-4.3562837,-1.7473214,-6.883346,0.5337138422539303,0.020444647612748668
El Chuape - Pa Lante.mp3,123.046875,0.27368274,3306.857216236455,2770.933932760654,6481.023438022785,0.16986131906339222,0.542623,-43.269444,45.157436,-1.1775969,22.699553,-3.1712918,-3.3550868,0.90515757,-0.7229332,-9.109483,6.4296403,-6.198941,6.411103,1.703527,0.661371443247291,0.033675806305836886
Eli Brown - Fading to Black.mp3,129.19921875,0.2800724,3192.4898707720627,2840.2356071910144,6580.381454998132,0.15570037281035531,0.5907056,-3.0119913,57.346134,5.0203123,19.45593,1.271596,10.490295,-2.2237446,7.4228263,-4.1712794,1.2281251,-3.9082897,-1.0684693,-4.8852863,0.6384979741544126,0.036185134114930406
"Eli Brown, Layton Giordani & OFFAIAH - When I Push (Edit).mp3",135.99917763157896,0.39309564,2416.7184967326866,2634.5887884924323,5399.777813187914,0.07693081024432004,0.52134013,-14.71288,85.10564,2.6879413,12.21595,-0.1614265,11.235461,-1.232054,4.4016786,3.1180778,7.969809,3.1446455,6.2633314,3.286802,0.4833436993465373,0.05346068408720098
Elias Rojas - The Brazilian Guaracha (Extended Mix).mp3,103.359375,0.3115686,2439.4027139573113,2543.9417918917356,5294.49321842274,0.0792321094408912,0.48674178,-43.714634,78.46943,-5.165413,19.688498,-0.9403266,12.650539,3.3914046,9.324034,1.4939375,5.4925466,0.40636617,4.862246,-0.27557805,0.48788054279146226,0.03220353452721611
Elilluminari & Anthony Godfather - Privity.mp3,129.19921875,0.25331396,1883.0050105814016,2352.9507527152127,4216.082576479819,0.060724101056290496,0.52011085,-142.2994,107.30202,39.576286,27.358086,17.56771,12.887085,2.0431473,5.9504995,1.6713634,0.2440251,0.5048195,4.1284266,3.6079273,0.37660100211628034,0.032727965555386616
Elly C - Asereje.mp3,123.046875,0.2826679,3043.806071029578,2663.7363921366446,5832.010000163675,0.16297759588372535,0.5666357,-99.441605,44.894104,10.414612,21.23221,13.406609,9.513332,6.906668,1.2686222,3.0782447,7.4183517,-1.0764396,5.683415,-2.0194438,0.6087612142059157,0.03478140238439664
Eminem - Just Lose It (Dor Halevi & CHAAP VIP Edit).mp3,123.046875,0.33776227,2592.6152871982827,2572.481092728738,5345.321584985444,0.11261408056086714,0.54963124,-40.91229,76.124596,3.6871521,15.321392,5.6705155,12.497867,5.5129576,9.772622,1.213321,8.350911,-1.5903037,3.1544871,0.7209339,0.5185230574396565,0.041560591373126954
ero808 & NXSTY - CALYPSO.mp3,117.45383522727273,0.38408428,2288.2737959596097,2586.802362822139,5091.752327819517,0.07330043519455476,0.500076,-62.573193,88.89978,21.649586,18.866938,7.6949677,8.631315,-0.37209857,2.7028148,-5.5569534,5.072779,-1.1107405,7.271075,2.1933928,0.45765475919192194,0.045112172242211694
ESH - Just Like That.mp3,123.046875,0.23753357,2587.5585196451134,2608.2790816380602,5528.1047047379425,0.1076819060588063,0.52097785,-87.85792,76.12456,7.042105,15.915945,-2.1085043,5.8445134,-1.453232,3.6747036,-1.6371654,1.8038127,-3.3044784,2.8150506,-3.9505184,0.5175117039290227,0.029227763414382935
Essel - Lennon.mp3,129.19921875,0.30829656,2667.4211262245103,2619.8861789375924,5622.385532041139,0.11266052356464738,0.484916,-51.089355,70.47014,-0.32215592,17.999886,-2.012544,7.9464197,-3.3770564,6.8588815,-4.2307143,5.842589,-1.9545212,0.57644224,-7.3529415,0.533484225244902,0.039831674855668096
Essel - Sweat.mp3,129.19921875,0.35163188,2749.5857031441533,2706.4425885670257,5834.243939947518,0.11589650882301808,0.52859974,-47.801285,69.48144,7.279317,12.642028,3.3404617,10.564508,1.8857251,8.7218275,0.3298812,5.858182,-5.793868,1.5158681,0.43329415,0.5499171406288307,0.0454305641585961
Fabio And Moon - Somebody to love.mp3,135.99917763157896,0.23362325,2515.2913585318906,2582.4157857887585,5419.360499654734,0.1020384578605665,0.4376337,-46.355423,89.3637,0.2743047,14.625511,-4.463868,4.517351,-2.9003272,1.148339,-5.0955577,3.5894992,-4.6149035,-0.7504771,-6.3757358,0.5030582717063782,0.03177257005499039
Ferreck Dawn - Better (feat. Jena).mp3,123.046875,0.24469538,2660.3442781576978,2720.7343278682265,5817.292991567494,0.10599138862545321,0.44488826,-74.54464,69.05271,4.9360433,19.89631,8.492175,10.513845,4.74405,12.121134,1.3252975,7.330514,-7.3086543,-0.024696134,-3.800498,0.5320688556315396,0.03010900187655352
FIRST - Want Me Back.mp3,123.046875,0.25663728,2498.2055125051793,2524.7863611331663,5306.232241098702,0.10222180499958157,0.47795278,-43.64765,82.999245,-10.269905,12.590187,9.01821,12.853802,2.741275,5.988371,1.1756436,7.9733014,0.32872355,1.3318173,-1.2674949,0.4996411025010359,0.031578414724208415
Fish Scale - Pumped Up.mp3,129.19921875,0.3309939,2965.574402817314,2543.5270601479924,5786.241915713384,0.14306530356086675,0.5611157,-27.868626,61.38902,-6.3801694,18.627052,3.6286478,11.593945,-0.7772772,3.7657905,-2.303947,5.0695133,-0.0063291467,4.628564,0.8883103,0.5931148805634628,0.04276415209751576
FISHER & Aatig - Take It Off.mp3,129.19921875,0.2944355,2370.6658556562597,2493.548664162367,5076.916227267899,0.08395537165285066,0.5317577,-91.01613,79.908875,17.594894,19.530916,9.410871,16.315943,6.136793,10.099122,1.5422249,6.98509,-0.37540254,3.959393,-1.8945287,0.474133171131252,0.038040836714208125
FISHER & Kita Alexander - Atmosphere.mp3,123.046875,0.30570593,2722.373628284701,2590.699297046395,5531.7188485737925,0.11493797166629634,0.40558523,-44.18388,68.70701,5.043235,22.850412,4.64886,7.31633,-3.348044,3.6346803,-3.0537608,4.147394,-6.9102573,-0.74630874,-7.3066325,0.5444747256569402,0.03761615994153544
FISHER & Shermanology - It's A Killa (Shermanology Edit).mp3,129.19921875,0.27458405,2123.813473937591,2200.2213578389483,4144.500557449727,0.0865527354004778,0.48780775,-150.43893,89.100525,38.06809,36.888172,16.155165,10.965502,1.4512706,5.045964,-1.4825059,0.9632793,-4.9982915,-1.671512,-0.083759665,0.4247626947875182,0.035476045380346474
FISHER & Shermanology - It's A Killa-1.mp3,123.046875,0.25483114,2997.370705124365,2789.753863134589,6160.988096479614,0.1409837719457342,0.46680644,-59.841965,64.02918,11.570802,14.144283,1.7466468,7.9033136,-1.9618471,8.295775,-0.08817424,2.6150446,-5.7626314,-0.2725989,-1.9925443,0.599474141024873,0.03135617484804243
FISHER & Shermanology - It's A Killa.mp3,123.046875,0.2541699,2987.349386567809,2783.0743194411416,6146.648457904092,0.13936907147780034,0.46595788,-58.03398,64.406845,10.405782,13.885675,1.3358048,7.6472993,-2.405121,7.84081,-0.52412474,2.3814995,-5.871112,-0.39844856,-2.1242106,0.5974698773135617,0.03127481328556314
FISHER - Crowd Control.mp3,123.046875,0.24608888,2923.14005903352,2753.340022927865,6028.505070149462,0.11457756886788903,0.4808698,-101.11047,58.575882,20.274239,26.242441,8.8182745,14.368783,2.5680776,4.008366,-0.71783954,2.4861274,-6.2053313,-3.1706333,-7.5703635,0.584628011806704,0.03028046732652001
Fisher - Just Feels Tight (JLRO Stops The Music Edit).mp3,129.19921875,0.2818842,2692.5260901501083,2721.3575530842827,5728.872143537658,0.10958860176049175,0.5399366,-67.59072,63.430756,14.449913,25.651012,5.3120785,10.402383,7.502629,6.161169,-0.67133677,4.736695,-2.2036989,2.9982352,-2.240207,0.5385052180300217,0.036419217567890884
Fisher - Losing It (Odd Mob Evil Edit).mp3,129.19921875,0.30279103,2111.066160961128,2163.8806567213924,4340.297859264097,0.08907626018664563,0.567384,-89.16955,89.874146,-2.0968373,19.07862,8.540526,11.763798,5.297896,14.30116,7.158115,11.4053545,3.3496726,8.038112,4.071218,0.42221323219222556,0.03912036441906821
FISHER - Losing It.mp3,123.046875,0.26464885,2738.6769038217244,2474.218436424248,5453.111857130634,0.14163584228447065,0.56573504,-52.636158,68.77828,-2.8017085,26.35228,5.7684484,11.723569,2.7354746,6.2109222,-1.1845199,5.54614,-1.7823758,1.9365276,-5.7740054,0.5477353807643449,0.03256421454716474
FISHER - Palm Beach Banga.mp3,123.046875,0.2949654,2594.100580308689,2598.921491796466,5554.866374085672,0.09594610235817451,0.50863206,-64.95773,75.56912,26.218756,28.23975,7.5620046,20.272919,1.7855017,7.9161463,-3.7162535,2.8975496,-2.9961326,4.7223816,-0.42237273,0.5188201160617378,0.036294569028541446
FISHER - Ya Kidding.mp3,123.046875,0.24698661,3007.6469786483876,2634.6990976793154,6007.528519890796,0.16322709915232547,0.4704821,-81.84958,47.066338,6.78267,24.831583,2.7857885,11.454839,-1.1639296,3.7544303,-2.810677,4.0191426,-2.9375932,-1.2753067,-12.096243,0.6015293957296776,0.030390930856810883
FISHER - Yeah The Girls (feat. MERYLL).mp3,123.046875,0.24493787,3158.1776236535266,2908.3760249482957,6639.270073499485,0.14597427307996774,0.5082326,-51.039135,54.92072,10.377935,19.1113,9.0315275,15.706944,3.4107192,6.45763,2.0377517,7.838066,-2.6319242,2.7054498,-1.6882373,0.6316355247307053,0.030138839094433933
FLY x SAKA - WORK FLIP.mp3,129.19921875,0.3727578,2847.8827633384335,2898.708210428736,6332.698853074124,0.0812233081069975,0.5700875,-56.20202,70.16513,25.62528,17.29352,8.793826,6.6130466,3.3344958,7.022707,0.80846256,8.312801,4.168195,5.3471127,4.5438766,0.5695765526676867,0.048160015570465474
FOVOS - Cosmos.mp3,129.19921875,0.35926762,1963.494696150264,2237.4692306817324,4175.272086034249,0.07195989744582043,0.49435017,-62.572987,101.65243,14.441845,32.63873,5.873838,15.452412,4.2543693,10.823872,0.047629885,4.6473947,0.9763766,3.1768432,-0.9270004,0.3926989392300528,0.04641709611460101
FOVOS - Platia.mp3,123.046875,0.3167993,1882.8054552461365,2089.7650586497757,3903.245196387355,0.07421326965287835,0.526131,-56.600895,112.835495,0.052288227,32.117,5.6650085,13.173888,6.181968,11.956901,1.6712776,7.6871057,0.8256181,4.8945956,0.4405677,0.3765610910492273,0.038981165445875376
Francis Mercier & Boukman Eksperyans - Imamou.mp3,123.046875,0.28706652,2579.78125715345,2691.5408898992514,5697.619639513886,0.10196299717280584,0.44404536,-12.43853,82.47096,-2.0699909,13.899637,-0.48736948,2.459993,-3.5992959,3.9078717,-3.3777404,6.8261323,-0.8814594,3.9007494,2.5364692,0.51595625143069,0.03532263811212033
"Francis Mercier, Faul & Wad & African Children's Choir - Sauti.mp3",123.046875,0.2462167,2712.036575477451,2662.6680095727684,5840.885538859172,0.12581928716911356,0.42538527,-13.502023,82.29614,-4.076188,14.613701,-0.22623312,3.6593442,-1.040046,4.007159,0.9826809,3.0722702,-3.4803717,4.146084,-4.223433,0.5424073150954902,0.030296195443952456
"Francis Mercier, Nitefreak, & Idd Aziz - Kamili.mp3",117.45383522727273,0.30078626,2048.2553272288364,2518.739604214111,4644.8896098955665,0.0632108233758329,0.4593372,-66.692955,93.1387,12.573552,27.852943,18.42187,17.117556,0.15002796,3.0413458,2.1237323,10.027139,1.9149799,6.3910956,3.7566564,0.4096510654457673,0.03532849944365973
"Fred again, Baby Keem - Leave Me Alone (Lyrics).mp3",172.265625,0.34981164,2202.9182237899236,2530.7213395201907,5046.834678304519,0.06425179600504735,0.43826196,-63.056595,85.62431,12.647187,25.025373,4.6418667,8.160807,1.9345074,6.432859,-2.4462414,9.607424,3.9583037,9.476424,0.1350648,0.4405836447579847,0.060260521376039836
Fred again.. & Swedish House Mafia - Turn On The Lights again.. (feat. Future).mp3,129.19921875,0.27590153,2939.4764198794464,2700.38855479173,6191.451784130605,0.1209495081645364,0.39836895,-58.010864,61.839985,2.244869,6.7679915,-4.0975547,7.4658065,-2.0185645,5.441408,6.561385,9.182138,-3.4542155,-1.6457238,-9.506553,0.5878952839758893,0.03564626163861249
Fred again.. & The Blessed Madonna - Marea (we’ve lost dancing).mp3,123.046875,0.2718635,2027.1173243887172,2348.060233997177,4337.137674336786,0.07348626853490359,0.47241488,-79.279015,103.12533,10.080115,18.11883,-0.35915983,9.6394825,-4.448718,6.6961813,-5.924722,-3.3560042,-4.692919,1.3329641,-1.9759253,0.40542346487774344,0.03345195291331038
Freedom Fighters - Acid.mp3,135.99917763157896,0.32649866,2110.264425762584,2311.914860725724,4597.105537334959,0.09155922296091033,0.52864647,-54.49954,100.3562,1.7442733,27.747526,6.14372,11.466675,5.165615,8.768839,1.7597976,5.7040467,0.058312632,5.326886,0.4016611,0.42205288515251677,0.04440354891305201
Frostan - Closer.mp3,123.046875,0.27552322,2521.2185749750256,2546.4715763058207,5304.481720378014,0.11250868110205238,0.54060924,-70.76405,84.44964,10.777899,22.744701,7.3969984,12.275261,3.3702579,4.6473155,0.35482004,6.159141,-2.2734444,0.668725,-1.1282209,0.5042437149950051,0.03390227066120133
Fungus Funk - India.mp3,143.5546875,0.31844634,2853.804823346993,2940.3687194463882,6408.417904100187,0.13203902708591508,0.6160587,-22.332762,68.5817,4.638771,9.184835,11.894181,12.87593,7.5065002,7.951598,2.5228858,8.1312475,1.5043759,5.70048,1.8802742,0.5707609646693986,0.04571446456247941
Future Class & RIVAS (BR) - Mario High.mp3,123.046875,0.19783808,2279.644635140877,2453.8888467865263,4763.970706590719,0.08727481813962276,0.55645853,-122.23437,87.035736,10.71447,21.525028,7.407994,9.749601,-1.3864954,6.4373765,0.5603126,6.894904,-0.09152825,4.766672,-2.520522,0.45592892702817545,0.024343357858015224
Gabry Ponte - Damage.mp3,135.99917763157896,0.32095078,2180.7996500280506,2509.093140910365,5018.10407986679,0.07819310255298967,0.4868591,-40.292313,98.840645,8.000798,17.036224,9.099938,8.576569,-1.4886682,9.535635,-0.10233504,4.6761894,-3.2169178,4.157031,-3.2568913,0.4361599300056101,0.04364904164226334
Gala & Diplo - Freed From Desire (2024 Version) Diplo Edit.mp3,129.19921875,0.27857757,2162.8869061458677,2350.722926009624,4546.853379162118,0.10147651772311682,0.4365469,-74.78218,99.19709,8.876884,22.907179,11.584609,7.7463145,4.388627,-0.41179737,-0.3441433,9.528858,-11.71953,1.1670552,-4.176072,0.43257738122917355,0.03599200390744954
Gaudium - Heart Beat (Extended Mix).mp3,143.5546875,0.30663726,2065.0140670190817,2232.2807537548474,4444.366169428905,0.07690020030735116,0.5192282,-68.75676,109.07847,5.2705994,17.36258,2.6359959,13.506598,2.5365589,5.136312,0.17556404,5.5517364,1.1033695,1.3849722,-3.4032874,0.41300281340381634,0.04401921565295197
Genesi - Done.mp3,129.19921875,0.26285556,2335.667106732537,2498.6646238767544,5095.623112834193,0.08569259595841151,0.5230406,-41.250336,94.6939,0.73804843,18.270002,0.29342264,9.721689,-3.2187986,5.179279,-7.2134614,3.4698834,-1.652285,3.0380929,-0.57551837,0.46713342134650737,0.033960732942796314
Gorgon City & DRAMA - Nobody.mp3,117.45383522727273,0.27742064,2199.8602633074406,2681.688733674006,5083.906920547111,0.05816256202276172,0.46295995,-95.03026,91.08843,17.778816,18.543798,10.86853,4.7972064,6.6758533,6.0255322,3.1395204,6.2119894,-1.593757,2.8345897,-3.6124287,0.43997205266148814,0.03258411813823676
"Gotye, FISHER & Chris Lake - Somebody (feat. Kimbra & Sante Sansone).mp3",129.19921875,0.22997512,2247.211989465407,2394.1975828390314,4642.831503977144,0.08330888973173775,0.4162349,-128.23305,85.57607,13.460837,28.517061,9.90034,16.391436,2.7562819,4.2105374,-3.2373037,3.9826596,-1.2899939,2.1558583,-4.5494823,0.4494423978930814,0.029712605736858678
Gregory Porter - Liquid Spirit (Claptone Remix).mp3,123.046875,0.21747729,2533.59741272465,2499.975157102011,5126.672553196319,0.11248396141375083,0.53579104,-130.53949,73.50541,13.262379,28.00815,6.6761093,14.658495,3.74115,8.421683,3.7829738,8.789182,2.0289438,6.67386,3.4710255,0.50671948254493,0.026759901142213494
GroundBass - Ghetto.mp3,143.5546875,0.2326018,2438.262318687828,2453.1823741064977,5237.89937092572,0.1076636818724946,0.53067195,-87.27183,79.11841,2.5714412,12.04665,3.7461987,4.9163823,-0.5991598,5.008258,0.7786391,5.131154,2.0250785,4.4765716,-0.8964407,0.48765246373756566,0.033391079647117294
GUALTIERO - Elements.mp3,129.19921875,0.23887706,2087.9651336191387,2142.5577863768685,4183.780086860678,0.08871927414066814,0.45922104,-74.751366,100.81184,-18.067865,12.579899,0.26750433,1.3067302,-5.6257896,-4.0286546,0.48275566,3.3807201,-2.8714104,2.4690208,-0.84875125,0.41759302672382775,0.0308627292746678
Habstrakt & Badjokes - Right Here.mp3,123.046875,0.2933604,2630.3618711030967,2628.681550822027,5595.768628828182,0.11062682317054594,0.562256,-47.22404,75.57591,-0.0025738026,11.977366,4.7142725,10.62861,5.1956673,6.6592526,1.9739528,4.315554,1.5197376,3.900319,-0.9137514,0.5260723742206194,0.03609708196017891
Habstrakt - Show Me.mp3,129.19921875,0.2723177,2697.8943380659853,2450.5010242036506,5466.753028939567,0.11632017964494487,0.4927271,-43.949184,74.034645,-13.798399,20.959597,-0.052669246,11.416385,0.3133286,6.320564,2.0577545,4.7388964,-0.6266457,3.5877368,0.512489,0.5395788676131971,0.035183235065778716
Habstrakt - Tonight.mp3,123.046875,0.24889643,2931.265521254061,2538.6310141538775,5819.13469244498,0.1524240940834546,0.47553095,-25.937319,63.29841,-15.607276,14.987625,0.4506285,24.73268,0.52281326,7.2531466,-0.66474915,9.862571,-1.1002738,4.508357,-4.0133057,0.5862531042508121,0.0306259285134729
HATO - Himalaya.mp3,161.4990234375,0.27870455,2797.2648014310626,2684.130750320133,5937.988204136726,0.10512605861102338,0.47593665,-68.48477,62.46018,3.1609144,25.886591,6.3772507,14.836987,1.3106699,10.433514,0.72124416,7.5999966,-2.4600167,0.024145285,-2.0942612,0.5594529602862125,0.045010513273155084
Heavy Drop - PUMP IT (Progressive_Experimental Psytrance) 180 BPM.mp3,92.28515625,0.29134786,2229.4959985773585,2383.391634001909,4800.966621691435,0.08572707362381288,0.5403076,-41.064365,95.32253,-4.76021,19.101562,0.33782205,11.683235,1.8175527,9.216998,1.8061361,6.2281227,0.90460503,4.4205236,-0.058018047,0.4458991997154717,0.02688708290224895
HEDEGAARD - GASOLINA & COCAINA.mp3,123.046875,0.24352495,2388.269753563527,2546.314957078184,5155.94305636484,0.09043167928207217,0.45783746,-96.79937,79.71312,4.718932,28.58955,9.529934,10.659532,6.830143,4.5449357,-1.3185209,3.8524523,-3.3839464,3.5071225,-4.2853227,0.4776539507127054,0.02996498454012908
Henrique Camacho - 50's.mp3,92.28515625,0.27290526,2689.186065884962,2598.954049801347,5730.140811348883,0.11705007534330829,0.49711958,-41.249744,70.84751,-14.905512,0.9722145,-2.5333965,3.1319847,-6.892756,1.0440164,-4.8346863,4.83238,-2.0269527,6.3394384,-0.33896592,0.5378372131769924,0.02518510459049139
Henrique Camacho - Contagiante II.mp3,143.5546875,0.22529489,2967.0353036500533,2603.672990245605,5864.8943575538215,0.1522319300947051,0.42548847,-79.13915,58.155293,1.1947751,9.947721,-6.2633333,2.2063942,-4.005667,-2.897606,-7.0761986,-0.86619294,-7.535058,-1.6989759,-5.606311,0.5934070607300107,0.03234213724499568
Henrique Camacho - Indiana.mp3,151.99908088235293,0.19603088,2938.8402934941023,2399.9994565052093,5578.805308152902,0.17679630994951012,0.5282523,-118.56381,45.081562,-12.334212,16.371635,-0.92528427,12.033198,3.0832152,3.8117309,1.5980195,4.2534027,-2.710541,5.2827015,-4.747599,0.5877680586988204,0.029796514341689864
